year_month,total_income,gini_index
2018-03-01,"[613.6713461776905, 191.55777359649795, 3100.737404401451, 3429.1334001365294, 4260.990451726473, 94.47047077797404, 574.0133542194318, 9017.131423016075, 1239.1352091885606, 1940.3179831208176, 164.5884808417262, 324.25410624212793]",0.5887999396215471
2018-04-01,"[4938.130896637832, 91.19948792768969, 34.38783572956621, 528.6125168187739, 9.0, 1286.8719726606753, 298.7257591583409, 42.49389720268437, 713.966728738142, 2035.4964450353255, 423.8717609566754, 340.5375633293125, 261.85901740389136, 754.5821994264538]",0.6375720771909166
2018-05-01,"[20902.220754309248, 541.7306464685595, 18138.7398351533, 40533.59752153696, 1870.7593365417954, 190.21665419122058, 14678.182067752849, 341.2569556528256, 4.507230851633636, 8841.376685747651, 2107.3310304031593, 20607.58896782194, 811.7410893900138, 11964.44312023855, 344.88531885010156, 2361.921252108744, 7960.180402733681, 4494.744921633713, 2238.8981650769124]",0.6154490324515554
2018-06-01,"[385.3462604879308, 64.16616008105369, 4549.807055760351, 1261.1309318414144, 493.0399942470593, 423.05835565244473, 18.177228766274023, 3994.809589736345, 791.6073540617405, 5353.871626919204, 131.7592504684572, 503.0145611140214, 2823.434225307379, 1404.8042905906962, 6654.613615410383, 7099.263407840774, 329.00981087746237, 886.4390679074058, 712.5960468964527, 10355.168459229557, 416.66614580699627, 284.9235774604637, 1135.3836957487708, 477.5044369359189, 16464.87750842271, 3710.9252474443456, 4585.352832780983, 310.6735816643935, 1089.4417665613832, 2067.624181750513]",0.6261251392849327
2018-07-01,"[7935.312100541892, 11464.713844381464, 4892.148662898308, 105.65210622710622, 1547.270221974607, 70.19071566731142, 19.426247359530652, 380.77616525359207, 2556.853027324266, 2830.74891922752, 3028.300162075673, 104.99149669458257, 11063.647434282422, 11030.820136037464, 760.6140253591807, 14403.90644001313, 1543.5201318956092, 2053.027579946517, 3003.4605624802903, 4714.4211687792695, 3007.604153730533, 190.98783026834556, 213.89949595234458, 278.79565278838066, 1271.0418022970862, 1381.510994184324, 558.5527660755283, 576.0803143892771, 5142.581224349688, 2638.0705168437103, 875.7229219787855, 14817.674616768873, 1874.7391578585969, 1058.275702014195, 1620.3265234255898, 3140.3409097164, 1009.5917902106589, 423.41806852248175, 111.00007139973808, 4069.3234959092483, 1019.2233040004985, 2166.742796424963, 6179.390665056758, 14.259966396822971, 309.15318515901976, 3138.1783467005303, 200.4216148566687]",0.6021452146238706
2018-08-01,"[1661.985122344559, 261.6161516738341, 5686.5614974990685, 12766.969734629934, 10.833940333204183, 1408.6611505520816, 1197.1667656612528, 839.0439706055529, 2557.670732938798, 21.974842309182485, 696.6481027146924, 17.882424891063373, 3419.7864084844828, 80.76171918632244, 130.57569033454376, 3124.8131903133926, 813.0139336613033, 1760.5361588016144, 447.75595726231995, 46.94707477721813, 41.09066912216083, 173.54708215925322, 2035.0516554675, 697.9719996012282, 66.71472416778154, 262.32469146961256, 627.2452050464184, 2657.9409085109382, 199.63953892944266, 5151.2473075573025, 3498.018751574917, 72.55930008479149, 1694.8346034705287, 1816.484183312639, 1791.27118061256, 4524.120242161014, 1171.7361159674413, 334.08439812179705, 2654.7973566020414, 5189.605360741885, 1026.2971834254677, 186.51590448629338, 1735.2689423039535, 415.73383695829, 493.884750599129, 948.9930580999132, 666.6656757149116, 136.92928296742957, 1022.8438414473538, 831.3738886691696, 1363.1288614787684, 2585.36758397955, 864.3674866573296, 26.1669530041571, 940.1748402192732, 2316.466796633664, 71.72342557619672, 11.05130815109344, 7842.026015336692, 745.4868629206513, 2215.8498264084897, 1291.6627739048304, 2527.740330094419, 21784.1876243398, 188.28, 2868.5433258561357, 68.19298771040339, 1303.1138850161976, 26.915285451197057, 2287.275081190196, 694.0087218188696, 666.9685932892922, 8961.324041067772, 2562.7358787487833, 252.4308097636575, 227.78376620278328, 616.6679625470352, 462.0306609684524, 3088.7317476416274, 1927.795312703488, 1443.3079630576979, 572.740517378194, 207.20857760951864]",0.6304107660997318
2018-09-01,"[15.348807437323785, 8.045965583173997, 58.89171542042717, 218.23918370709683, 47.070684972842486, 677.6756467999269, 98.69717782026768, 1264.5035616855903, 227.54474617797038, 8.953510576265863, 164.22360841024488, 350.91458996048027, 3783.5516025299094, 1689.635378788384, 107.99182973871291, 1771.87919875256, 814.5167360100118, 388.88994138829577, 436.1783615769212, 6033.703731706209, 597.4149613963333, 463.3476777902144, 1458.0514212443402, 575.8150780185503, 849.0702053383238, 1942.4772678188333, 26.41136556815301, 1213.7907490665245, 221.35835628659768, 1402.6077010921974, 1758.3961596325057, 979.7698729041422, 4645.607507828353, 4305.617529156908, 10060.940143168107, 3229.3360266930204, 54.891365200764824, 3905.314166370883, 1141.378627900766, 724.9074177572033, 590.6138913237066, 79.75848843237583, 884.2456463306883, 852.2130562994629, 85.30208323874385, 5170.2176589091605, 576.4261165932633, 390.557752721546, 1463.4492609264278, 223.15203255179, 87.01162790697674, 315.83113725407077, 4011.4961738852876, 252.57973118266347, 208.92193082489382, 985.9629279252824, 2691.2037770571014, 1540.7372071716486, 6123.257957530576, 1273.9674321503428, 1181.5120886502891, 1284.0394868842718, 165.01667939514283, 1686.5523656305534, 378.04855402573753, 408.6652576520728, 1112.4841379805075, 387.5975177176838, 1101.8240306793514, 13.318106312292358, 1356.1256657205704, 3704.4356961707595, 146.98045718713675, 5824.28884385117, 356.5854351863654, 50.54860853126326, 1046.3869176300777, 28.54529789674952, 250.62288795411092, 175.99968284876064, 2213.920603181926, 2128.0284520057717, 23798.697635889057, 2291.1934076524894, 283.99914791991745, 170.1428123869078, 123.9793896749522, 319.2705808459317, 99.19031206334421, 2348.17503071318, 899.7418763006839, 202.45829318997824, 2248.690245791685, 993.1068842154082, 526.8432482628999, 348.66537852119507, 689.6516401478017, 1898.4188276523023, 15.98172757475083, 422.9103519660536]",0.6539201481843631
2018-10-01,"[2071.2636570595178, 3198.819704119745, 289.30254034816636, 677.8714483574483, 3114.104641573625, 677.6243609068028, 2195.202949457122, 1432.4139331077297, 2285.5408484469503, 3778.6997707035734, 1056.8216604991915, 6085.119783271964, 3771.077162425334, 850.6034364438018, 152.9024678399801, 13905.297037835286, 2594.0927786330053, 302.5078290167794, 3501.4280154639346, 1365.1262994493516, 4755.619878065547, 2097.6720950595595, 712.4692968942453, 356.86507157654137, 1799.3135831552383, 1416.3951706028604, 154.0433980629802, 627.299658431783, 446.2274378263087, 31.027439975054563, 1164.6414321452899, 254.11168159746185, 1592.3015657911744, 2463.322394425576, 18.720091569042697, 85.3470156868517, 209.2765517241379, 1464.2572813389836, 237.28386556683702, 623.5489947223787, 1.7643532395665205, 823.5146123504062, 62.075391131420986, 987.220062887179, 19061.749116388535, 1089.2150494638831, 108.20552947080195, 7646.26640876262, 2483.599683874921, 26.48632313056954, 215.81344992179925, 748.3833078343487, 383.18408600650525, 5479.882191239329, 469.2862347150492, 1742.5269759133873, 272.5023495116169, 2333.433624674566, 4185.297138835581, 211.05040699041479, 31.738930597305007, 1172.4592705088098, 228.2286382815649, 1.7667052916183856, 198.95915598206562, 8315.870249479163, 5427.428708022996, 941.6049978494117, 97.46485623003196, 1403.7245933583674, 6415.113453055821, 3373.664615670569, 372.90487894858194, 637.4237966468361, 582.8994554733107, 89.64410190293533, 8.745457405805084, 574.2730223698836, 189.03080529300567, 743.0997082864488, 833.0173385453107, 20.50147178391405, 892.3124596056447, 104.17401338564504, 36.6873438161296, 2728.5612535260984, 1666.7053411329557, 369.1207700778731, 721.6726073690166, 1218.1538599713183, 95.02774249824456, 342.2734757166379, 437.36383928853894, 962.8640581673114, 1409.2330408039174, 498.448145016775, 533.8915917245084, 300.5574538590628, 84.17056556280974, 5.35436167702352, 159.7482817496151, 4764.7198153795425, 414.4874761588731, 4074.7993661801165, 910.9107020529403, 1295.502095794001, 156.706760938694, 41.28020661071732, 10230.413604738296, 3388.1643219019998, 223.06572454155284]",0.6529838853003509
2018-11-01,"[225.95320596724574, 1075.3297029434905, 2586.6627626982645, 723.5164715980026, 2060.5777682400017, 10265.157081689238, 1509.4547566690003, 511.4144850786129, 4520.122481888292, 619.3092655011385, 4.431951276645584, 5.315272289756894, 1467.5556541445953, 1821.3739332054256, 247.67101363629558, 8.829059829059831, 1958.6114526939211, 5.266594460776729, 1471.9406643355642, 30.312524375596794, 313.32156957710635, 60.9187200518458, 6510.463390991843, 209.17316915628757, 115.49964130434782, 13460.939698953418, 136.266703986005, 1822.1711338036814, 163.4334519572954, 202.37901616303586, 3384.720291261927, 2433.2915756739076, 101.09763744028844, 617.5537293450599, 445.52829098005486, 1958.1305366220465, 35.110629738511534, 386.5878143358932, 3.1910049191848207, 63.00461934879363, 63.00461934879363, 29.0601597023025, 637.875245270954, 2892.5110850392743, 10.53731343283582, 2082.8422096190006, 2805.3167929102383, 609.1274252658453, 670.6700538647037, 39.59215009521319, 654.2675044884602, 9.54559476513204, 3635.425712762446, 1530.6726294316907, 46.51129987531173, 1815.9565602734874, 357.6241727320902, 80.25036839149142, 2.121946683199008, 3145.954677279185, 1156.0253267267599, 19.318407960199004, 2225.6047931686116, 1725.3722115063583, 688.6089483557279, 469.62798931517, 43.58672297034327, 5023.692091149161, 3304.47950595217, 8151.407235388092, 3765.3437417017185, 362.62761717348724, 101.40304520965097, 2749.729796092797, 219.824783321621, 7.426813391196528, 5578.764753892793, 1157.7424693177163, 611.7724497270503, 4658.372925295221, 1490.9764719779785, 384.93386880847453, 1007.6431874776138, 3556.859330989639, 71.62817712561066, 673.2889890334749, 1150.139862255954, 80.05223580380628, 1113.6186666933704, 1305.1044571478797, 63.71340832574161, 214.50162957043267, 824.9503875841671, 691.7349144335229, 198.78655385169054, 198.3777170976125, 6824.405084178355, 356.6996934326029, 1018.0622449717097, 203.64622773437267, 380.1016842659321, 1722.0143631034875, 1247.626497781504, 499.24835418712723, 216.41189333447403, 232.3259524905897, 1003.8810130754146, 531.0977839640316, 391.77790081721486, 2601.296567957121, 2336.1431516211633, 8775.52688131785, 248.25544641834153]",0.650805039947721
2018-12-01,"[3498.4636542741478, 1040.3040566581205, 924.5359328243744, 4115.873683415831, 4759.676243550076, 901.246063379334, 1289.1144220769672, 99.22353127223847, 2595.0491136321775, 671.5681622871359, 508.76218125733317, 634.6543125220351, 2916.146749791647, 1689.5234020648518, 7745.6786717064915, 1277.416337665251, 626.2363945745462, 901.7633203138496, 280.40060022586295, 326.8319015282121, 557.4421700877874, 560.345287914291, 185.31909113666435, 131.02889498485848, 1545.140083672113, 665.6614271551597, 594.7827741714208, 289.01490424203, 838.6757254652256, 4821.6142806158705, 53.918150857069705, 1255.172596152881, 667.8487952002464, 3162.4582056264358, 47.053425731433165, 2889.6521754971636, 1546.9464044497417, 1053.934958575478, 7367.411567441698, 299.75809355065036, 560.5131330983179, 4.22758136267853, 935.6130367615923, 2261.1831842877386, 5956.659788262187, 137.67412093705008, 1286.446258196327, 1488.3361048582515, 1979.5560311387344, 617.6517267519589, 266.3992780769531, 64.88183544303797, 80.14789666744713, 7791.104343725486, 1890.2077431442176, 172.34213592233007, 834.8410995580048, 1081.563068380165, 303.21407176363977, 220.04624350291382, 155.51033446667194, 319.60395019313205, 6058.867640577235, 1286.442384722098, 2314.058014897913, 8689.668539880257, 4748.828740516242, 4997.448249405576, 2218.652550091123, 1187.3647981682007, 231.6290286140945, 364.0505259240847, 3797.2368672544158, 1290.3783266188982, 1970.743100686177, 13816.008324646913, 7646.934943521801, 637.3869817282432, 114.0450777120643, 820.2495660542945, 55.39399999999999, 5999.362742088607, 1246.2475527793154, 45.94866005246839, 2898.639997247106, 121.82787761275904, 319.1009603187612, 6948.712845013983, 235.69504746835443, 8328.738705628437, 4003.890225813292, 1311.323973947086, 1239.4876413652655, 75.30099500156201, 12810.580652265111, 2511.694462043168, 4407.377315509278, 929.1680224152578, 4.530854430379747, 946.7026910202255, 6163.029166064727, 18241.914200721963, 1186.7158097800268, 3253.302913677603, 12328.565540264703, 790.2404244322773, 8513.188578701092, 5.75284296739644, 2471.7543427149403, 865.8326810110393, 548.408951981752, 247.18232124790492, 3519.0412400907826, 2218.9974167515247, 109.2411508036366, 2048.7943700734777, 2687.3157406408895, 1653.294199016156, 50.57192032510077, 1970.1724565080249, 1649.3063239127896, 232.53845974131707, 1082.2918982116362, 179.60306962025317, 579.7360322606152, 25362.63109479125, 85.26909464695186, 985.4715189472015, 121.99061470502875, 3500.2268378759845, 85.32185684681974, 299.4178561486349, 1560.3958038793112, 53.498528131799816, 679.2929882406331, 665.2875221761755, 435.2310770443828, 1028.666289351116, 20791.72386787992, 4907.676689262979]",0.6502778569502228
