year_month,currency,usd_value,proportion
2019-03,GBP,784.8978363187223,0.0016908285540063802
2019-03,HKD,1976.7899581264494,0.0042584050456166995
2019-03,JPY,446031.81440052245,0.9608426637036053
2019-03,KRW,1323.069941060193,0.0028501600230984754
2019-03,NT$,2578.0325316404937,0.005553603049919795
2019-03,Other,511.5081002240626,0.0011018918150173175
2019-03,USD,8728.230000000001,0.018802371247641426
2019-04,AUD,698.7798818168473,0.0017208984942070928
2019-04,CAD,1698.4292739477391,0.00418275404903542
2019-04,EUR,252.19984399999998,0.0006210973484961025
2019-04,GBP,542.6972883194579,0.0013365109250870122
2019-04,HKD,2475.173195608668,0.006095656065755411
2019-04,JPY,385748.76338035497,0.9499908101497038
2019-04,KRW,598.9737668302021,0.0014751040781649384
2019-04,NT$,1645.8443328140695,0.00405325211520811
2019-04,Other,249.86689671509217,0.0006153519548834187
2019-04,USD,12144.53,0.029908564819458697
2019-05,AUD,994.1977080652075,0.002072253553958345
2019-05,CAD,1839.6163446903224,0.0038343998153276258
2019-05,EUR,300.244185,0.000625813230481486
2019-05,GBP,538.8729235424728,0.0011231984562868978
2019-05,HKD,2821.055981577825,0.0058800611149233024
2019-05,JPY,459019.7662620903,0.9567567237957842
2019-05,KRW,770.5858630553755,0.0016061687533500393
2019-05,NT$,2293.456625149067,0.004780360690594904
2019-05,Other,225.592999467033,0.0004702142150412408
2019-05,USD,10963.05,0.02285080637425186
2019-06,AUD,855.6775678479104,0.0017318958814478095
2019-06,CAD,1353.721090975219,0.0027399385822227534
2019-06,EUR,158.2754,0.000320350239032124
2019-06,GBP,543.4312984861575,0.0010999077959529915
2019-06,HKD,2100.0088627012346,0.004250428943069608
2019-06,JPY,478973.0909007278,0.9694440460109621
2019-06,KRW,581.0130890248939,0.001175973536948367
2019-06,NT$,2729.4138410857036,0.00552434791767636
2019-06,Other,402.94497406217675,0.0008155627391092448
2019-06,USD,6372.29,0.012897548353578724
2019-07,AUD,605.6403119725894,0.0010814855717063221
2019-07,CAD,1141.4423215992704,0.0020382616172360214
2019-07,EUR,187.38314,0.0003346081135698867
2019-07,GBP,967.0251028793184,0.0017268066137069446
2019-07,HKD,2849.1921426711597,0.0050877726142135316
2019-07,JPY,544007.5204289572,0.9714285403615552
2019-07,KRW,521.0481473158205,0.0009304302278872642
2019-07,NT$,1786.8633218604266,0.003190783148019286
2019-07,Other,464.29461025757973,0.000829086030253066
2019-07,USD,7477.35,0.013352225701852325
2019-08,AUD,621.2187929614288,0.0009344790431871783
2019-08,CAD,1756.0078645020576,0.002641505002169065
2019-08,EUR,132.280013,0.00019898448241037448
2019-08,GBP,345.3146348070792,0.0005194454726566601
2019-08,HKD,2575.3213278820003,0.003873971357025783
2019-08,JPY,650923.7140332464,0.9791631811038918
2019-08,KRW,361.86012053929284,0.0005443343038563725
2019-08,NT$,1845.0919850903188,0.0027755113212207462
2019-08,Other,605.1024024973893,0.0009102356859173965
2019-08,USD,5609.61,0.008438352227664665
2019-09,AUD,908.6331974200382,0.001498314196965259
2019-09,CAD,897.4584670560471,0.0014798873364904631
2019-09,EUR,442.25320200000004,0.0007292648486665686
2019-09,GBP,619.3761903471402,0.0010213363785236834
2019-09,HKD,2970.582006766015,0.004898417982773248
2019-09,JPY,587800.0829283181,0.9692681400256234
2019-09,KRW,824.4800231381437,0.0013595476450670159
2019-09,NT$,2692.680141347446,0.004440164518666887
2019-09,Other,1304.134370021031,0.002150486078321843
2019-09,USD,7977.34,0.013154440988901566
2019-10,AUD,1322.1130126230307,0.002014893797037835
2019-10,CAD,1601.8211498802611,0.002441167636989286
2019-10,EUR,499.99433200000004,0.000761988928693891
2019-10,GBP,1000.7570756171253,0.0015251489129527263
2019-10,HKD,2095.0039977210645,0.0031927758969733534
2019-10,JPY,637274.5814575955,0.9712033607787395
2019-10,KRW,816.8037147474118,0.0012448048862153318
2019-10,NT$,3046.6314218708526,0.004643051460184386
2019-10,Other,895.6281945759528,0.0013649330098665477
2019-10,USD,7616.74,0.011607874692347324
2019-11,AUD,1277.6572587316375,0.001815736550629669
2019-11,CAD,1976.5012934406675,0.0028088954344686573
2019-11,EUR,550.65711,0.0007825637389511462
2019-11,GBP,999.5950926934079,0.001420569822798385
2019-11,HKD,2212.028322671577,0.0031436135544598734
2019-11,JPY,683348.692279168,0.9711377514718043
2019-11,KRW,1218.9891654660871,0.0017323606682715465
2019-11,NT$,3095.4244775636425,0.004399047808177946
2019-11,Other,616.3108059442507,0.0008758671774086909
2019-11,SGD,224.47392253792253,0.0003190100498626207
2019-11,USD,8137.51,0.011564583723167293
2019-12,AUD,1750.457294693928,0.0015452598046690937
2019-12,CAD,3253.2989757768446,0.0028719307549391585
2019-12,EUR,797.337753,0.0007038697740246836
2019-12,GBP,1319.6438594220526,0.001164948507241274
2019-12,HKD,4601.148013732653,0.004061778086506992
2019-12,JPY,1102490.9998040937,0.9732514081725101
2019-12,KRW,1728.5823374882327,0.0015259491409920756
2019-12,NT$,5881.136980945639,0.005191720249306215
2019-12,Other,1184.0750921452477,0.0010452717990597042
2019-12,SGD,373.29927542853403,0.00032953923936354787
2019-12,USD,9411.6,0.008308324471387112
2020-01,AUD,1478.1377912999003,0.0016440004432302186
2020-01,CAD,2003.3846290084907,0.0022281855165573886
2020-01,EUR,679.330859,0.0007555589471221176
2020-01,GBP,959.510948390483,0.0010671781979479573
2020-01,HKD,2862.846632344795,0.0031840882224761905
2020-01,JPY,873359.4226728885,0.9713595622982117
2020-01,KRW,2016.402723356862,0.0022426643784095803
2020-01,NT$,5114.245444001669,0.005688117729087275
2020-01,Other,1375.4134891491706,0.0015297493908179806
2020-01,SGD,462.11105571180997,0.0005139647906192134
2020-01,USD,8799.53,0.009786930085520359
2020-02,AUD,1790.2648522121078,0.0017501715528938295
2020-02,CAD,3592.9546718013944,0.003512489813813738
2020-02,EUR,1099.927212,0.0010752941467389889
2020-02,GBP,1679.488700952285,0.0016418762532154354
2020-02,HKD,4455.077213266882,0.004355304967849203
2020-02,JPY,983194.6721529836,0.9611758528536726
2020-02,KRW,2798.8993111925056,0.002736217464030782
2020-02,NT$,6414.673836569374,0.00627101607674634
2020-02,Other,1780.182819139784,0.0017403153087427402
2020-02,SGD,995.7702860988479,0.0009734698336917764
2020-02,USD,15106.3,0.01476799172860466
2020-03,AUD,3342.9223362105913,0.002908165560712908
2020-03,CAD,3394.8475133833617,0.0029533377175267397
2020-03,EUR,2300.58708,0.0020013890370726207
2020-03,GBP,3080.5134810346676,0.0026798837405872943
2020-03,HKD,6238.9553118331505,0.005427561022332118
2020-03,JPY,1100261.3274811471,0.9571691408158898
2020-03,KRW,2976.034087840277,0.0025889921964431565
2020-03,NT$,7016.2768063587155,0.006103789595007737
2020-03,Other,2518.739443805724,0.0021911700512875897
2020-03,SGD,849.5107385591149,0.0007390293955000729
2020-03,USD,17515.48,0.015237540867640075
2020-04,AUD,4526.728183885774,0.003257370612175234
2020-04,CAD,4305.14842929849,0.0030979249040333215
2020-04,EUR,2240.8468780000003,0.0016124822322589913
2020-04,GBP,2967.914027317033,0.0021356696358442308
2020-04,HKD,9185.838820789304,0.0066100017954540645
2020-04,JPY,1315317.6171811111,0.9464842548165289
2020-04,KRW,3016.8533920912764,0.002170885721749637
2020-04,NT$,10543.197066515053,0.007586737901580368
2020-04,Other,3904.2361032862123,0.0028094339728879487
2020-04,SGD,1896.9950264355264,0.0013650512245357272
2020-04,USD,31782.420000000002,0.022870187182951644
2020-05,AUD,6677.371572120798,0.0042795620022114764
2020-05,CAD,4604.237505844811,0.0029508796487286346
2020-05,EUR,2841.043857,0.0018208397130087973
2020-05,GBP,2818.193772518405,0.0018061949755939976
2020-05,HKD,11474.529014788612,0.00735408503699097
2020-05,JPY,1471683.7283047233,0.943209718809381
2020-05,KRW,2769.3374611269232,0.0017748827127461195
2020-05,NT$,12967.125641998267,0.008310697940952322
2020-05,Other,4435.45056422336,0.002842703224213258
2020-05,SGD,2840.271254288094,0.0018203445479317956
2020-05,USD,37181.93,0.023830091388241877
2020-06,AUD,8492.681715064775,0.004485694415906888
2020-06,CAD,6181.783554631142,0.003265116120172702
2020-06,EUR,6403.962312,0.0033824672755203406
2020-06,GBP,4174.182138046025,0.002204734162402143
2020-06,HKD,12697.990116838004,0.006706868957458233
2020-06,JPY,1760054.2046694302,0.9296316031218279
2020-06,KRW,4279.508500927514,0.002260365810175684
2020-06,NT$,22229.46330694901,0.011741235898162668
2020-06,Other,8740.365227585955,0.004616516762287496
2020-06,SGD,4352.55869445271,0.0022989497176116157
2020-06,USD,55674.68,0.02940644775847438
2020-07,AUD,10749.507676878618,0.0049572613235391505
2020-07,CAD,10493.408104531505,0.004839158007263375
2020-07,EUR,9951.692285000001,0.004589339414520846
2020-07,GBP,5801.702910243237,0.0026755232250752397
2020-07,HKD,18517.263334977546,0.00853945279240255
2020-07,JPY,1983964.1601113093,0.9149283012618368
2020-07,KRW,4783.340937146172,0.0022058936779048533
2020-07,NT$,28641.24521065475,0.013208245568880573
2020-07,Other,12396.586898409694,0.005716831191028364
2020-07,SGD,5853.731318500535,0.0026995167347067524
2020-07,USD,77284.12,0.03564047680284145
2020-08,AUD,13091.981486685287,0.005654610142779396
2020-08,CAD,13636.71581204387,0.005889888526301814
2020-08,EUR,11349.245661,0.004901898134583601
2020-08,GBP,7759.4090163425135,0.0033513974160754175
2020-08,HKD,25587.604502170117,0.011051644710508365
2020-08,JPY,2070843.9403567903,0.8944264977126487
2020-08,KRW,6881.132530040906,0.002972057502353685
2020-08,NT$,31470.536415324772,0.013592565387736372
2020-08,Other,18904.164715844556,0.008164973472632946
2020-08,SGD,6155.924832970604,0.002658830142259573
2020-08,USD,109595.05,0.047335636852120166
2020-09,AUD,22626.392774885036,0.010626644089945616
2020-09,CAD,28197.160572622706,0.013242994264861606
2020-09,EUR,19958.709484,0.009373747918692167
2020-09,GBP,13935.527203916436,0.006544918108473319
2020-09,HKD,28396.95272988759,0.013336828053054878
2020-09,JPY,1679302.9901121485,0.7886964295480341
2020-09,KRW,7675.757141508455,0.0036049731866321815
2020-09,NT$,40791.81762032618,0.01915816329832015
2020-09,Other,32948.45377370061,0.015474472446875524
2020-09,SGD,10962.37802943515,0.0051485577421582
2020-09,USD,244417.24,0.11479227134295232
2020-10,AUD,23303.146294503407,0.011606746285985172
2020-10,CAD,36024.987503099714,0.0179431946493376
2020-10,EUR,22056.73001,0.01098593579979071
2020-10,GBP,18513.053171199397,0.00922091413843753
2020-10,HKD,23589.11232702446,0.011749179206584592
2020-10,JPY,1525615.7019624375,0.7598731157933767
2020-10,KRW,9952.089325085646,0.004956900426745232
2020-10,NT$,39674.67339656856,0.01976101691478095
2020-10,Other,33513.649541530205,0.016692356578378236
2020-10,SGD,12833.57339543742,0.006392099524283816
2020-10,USD,262647.56,0.13081854068229937
2020-11,AUD,20857.440893354153,0.00902726536263427
2020-11,CAD,36382.40111422682,0.01574659092010543
2020-11,EUR,18961.450029,0.008206665522741694
2020-11,GBP,19579.609397954453,0.008474209786128697
2020-11,HKD,30534.57769638894,0.013215606699338923
2020-11,JPY,1845166.723273783,0.7986027497075245
2020-11,KRW,9971.190622964015,0.004315610155394833
2020-11,NT$,60397.35767638605,0.026140454034339285
2020-11,Other,36704.555299986314,0.015886021799349153
2020-11,SGD,17049.61080727851,0.007379206388449183
2020-11,USD,214888.91,0.09300561962399395
2020-12,AUD,23008.078189802873,0.00883367999069575
2020-12,CAD,31402.41988132728,0.012056588380686649
2020-12,EUR,25551.483408,0.009810190397122338
2020-12,GBP,20634.761275322653,0.007922472980441613
2020-12,HKD,33816.8296376026,0.012983572502411446
2020-12,JPY,2118929.4922401663,0.8135379627487885
2020-12,KRW,10829.211214744513,0.004157747797688888
2020-12,NT$,66526.59934806392,0.02554210241559772
2020-12,Other,40682.41475055708,0.01561953285235514
2020-12,SGD,17729.39204658221,0.006806990765465383
2020-12,USD,215475.2,0.08272915916874643
2021-01,AUD,20074.903085622842,0.009494128832446854
2021-01,CAD,35677.41963651681,0.01687310852728087
2021-01,EUR,26985.901156,0.012762583268371052
2021-01,GBP,22222.473143403076,0.010509790363578887
2021-01,HKD,27707.513284439756,0.013103859063588704
2021-01,JPY,1591124.823804101,0.7524989785140846
2021-01,KRW,8399.180885924225,0.003972268512474146
2021-01,NT$,60382.09192846775,0.028556818306738826
2021-01,Other,44208.60002125435,0.020907804252589212
2021-01,SGD,15196.896429092561,0.007187147650764356
2021-01,USD,262474.66,0.12413351270808236
2021-02,AUD,12673.534381258462,0.007488040966811839
2021-02,CAD,26866.027980580588,0.01587354498612441
2021-02,EUR,25940.079981,0.01532645714579392
2021-02,GBP,16764.828683566204,0.009905344492517204
2021-02,HKD,27475.845598906137,0.016233850104723214
2021-02,JPY,1248442.870791975,0.737630962286166
2021-02,KRW,8856.807678447532,0.005232963176354543
2021-02,NT$,73793.77118695254,0.04360036948813409
2021-02,Other,32299.243035541786,0.01908371001895154
2021-02,SGD,13785.40533887713,0.008144979673094827
2021-02,USD,205604.93,0.12147977766132852
2021-03,AUD,17025.166934093562,0.007828075242714009
2021-03,CAD,33078.741985330365,0.015209418045525641
2021-03,EUR,30052.804202,0.013818109006420323
2021-03,GBP,24066.736449970736,0.01106574898832081
2021-03,HKD,38076.033280866846,0.017507144254182174
2021-03,JPY,1577420.5237330908,0.7252890146090896
2021-03,KRW,7568.543668652686,0.003479973473701175
2021-03,NT$,104036.65264139834,0.047835463113497345
2021-03,Other,41286.02146716008,0.018983078625210665
2021-03,SGD,18114.634003528965,0.008329006025185277
2021-03,USD,284159.59,0.1306549686161532
2021-04,AUD,25006.728471819224,0.00991552536453586
2021-04,CAD,39894.41411012668,0.015818705571904047
2021-04,EUR,35871.978394,0.014223752301010733
2021-04,GBP,28195.439919395492,0.011179895043050954
2021-04,HKD,55827.70313683534,0.022136482471943192
2021-04,JPY,1748788.2235189215,0.6934195333485774
2021-04,KRW,12284.114578422934,0.004870827058424736
2021-04,NT$,145444.60711595812,0.0576708661678174
2021-04,Other,56287.69827067339,0.022318877119138814
2021-04,SGD,21335.289766806785,0.008459747426813439
2021-04,USD,353040.96,0.13998578812678347
2021-05,AUD,22661.91997170275,0.008465175703931798
2021-05,CAD,38769.87729768233,0.014482172020489134
2021-05,EUR,32808.34854,0.012255291488705517
2021-05,GBP,24199.204890729514,0.009039415969664602
2021-05,HKD,54256.93526575975,0.02026723643693989
2021-05,JPY,1926241.0519078616,0.7195316624931704
2021-05,KRW,22974.76353396957,0.008582035869607936
2021-05,NT$,151328.08184154998,0.05652737293782967
2021-05,Other,58344.20556589048,0.02179400298113703
2021-05,SGD,17287.639902833762,0.006457657138782776
2021-05,USD,328204.12,0.12259797695974137
2021-06,AUD,24648.648730516812,0.008355925868716144
2021-06,CAD,38816.47071253748,0.013158837034242317
2021-06,EUR,36593.239984,0.0124051587551685
2021-06,GBP,29078.774381555995,0.009857744566118024
2021-06,HKD,70705.83285503635,0.023969374722398035
2021-06,JPY,2112293.854878039,0.7160705261077197
2021-06,KRW,29383.993547322887,0.009961214283697388
2021-06,NT$,181838.2663409625,0.061643422739023575
2021-06,Other,65472.063618906344,0.022195119742776177
2021-06,SGD,21817.25744776082,0.0073960803241307025
2021-06,USD,339192.12,0.11498659585600919
2021-07,AUD,28392.717754100126,0.009179619016892541
2021-07,CAD,37639.806557590106,0.01216928534494783
2021-07,EUR,34332.709565,0.011100071375830542
2021-07,GBP,21810.296642169786,0.007051463532110004
2021-07,HKD,63298.69551725856,0.020465033116838845
2021-07,JPY,2256215.7807253627,0.7294546956135869
2021-07,KRW,26465.84170077697,0.008556642794064213
2021-07,NT$,181227.59793542605,0.058592499626195726
2021-07,Other,61441.82113908005,0.01986468906025601
2021-07,SGD,23693.031322885472,0.007660168455271685
2021-07,USD,358498.71,0.11590583206400577
2021-08,AUD,21270.8867354446,0.007580242765593157
2021-08,CAD,31246.269985576037,0.011135140483600654
2021-08,EUR,23228.968787,0.008278038653952035
2021-08,GBP,15885.321947473072,0.005661005028567938
2021-08,HKD,52804.691784484145,0.01881785126624369
2021-08,JPY,2109884.3776823147,0.7518932327120068
2021-08,KRW,29947.38938333348,0.010672262258965483
2021-08,NT$,147312.8208860234,0.05249743269704167
2021-08,Other,51453.975332421694,0.018336500453677296
2021-08,SGD,21181.101454047453,0.007548246251379512
2021-08,USD,301879.91,0.10758004742897159
2021-09,AUD,30995.093060006104,0.011158548952920773
2021-09,CAD,47871.946608034144,0.017234387993712103
2021-09,EUR,31932.848817000002,0.011496150569410245
2021-09,GBP,19723.03297673416,0.007100492602002709
2021-09,HKD,49502.85562366776,0.01782153183785141
2021-09,JPY,1878960.1617469448,0.6764447812707128
2021-09,KRW,42837.542134983385,0.015421951145963883
2021-09,NT$,142606.63035361277,0.05133983830057105
2021-09,Other,82333.29987026266,0.029640825897157365
2021-09,SGD,25384.37902292037,0.009138634796752448
2021-09,USD,425551.46,0.15320285663294508
2021-10,AUD,25190.938583284926,0.010835275318497798
2021-10,CAD,35690.785123049136,0.015351531339851888
2021-10,EUR,21709.748481,0.009337925266629741
2021-10,GBP,16037.228179089214,0.006898027324051505
2021-10,HKD,44023.95711161536,0.018935844503650434
2021-10,JPY,1646117.6344450947,0.7080378413403706
2021-10,KRW,35839.17043472978,0.015415355706695754
2021-10,NT$,114836.14231054019,0.049393999923231166
2021-10,Other,64811.02408556699,0.027876900549742706
2021-10,SGD,21539.9368511659,0.00926488488524609
2021-10,USD,299104.08,0.1286524138420323
2021-11,AUD,24468.106828274747,0.011401817084443494
2021-11,CAD,31072.54877852007,0.01447940047044149
2021-11,EUR,21204.580543,0.009881056609751726
2021-11,GBP,13587.97317517282,0.006331817405366844
2021-11,HKD,30677.17496914606,0.014295161457341677
2021-11,JPY,1554024.2522314629,0.7241549333214828
2021-11,KRW,31841.6639420722,0.014837798056051161
2021-11,NT$,88392.86332329921,0.04118991576486977
2021-11,Other,56107.59095180163,0.026145401994974306
2021-11,SGD,15394.830148377623,0.007173789072844846
2021-11,USD,279211.52,0.13010890876243192
2021-12,AUD,32713.05920774709,0.007762716164729885
2021-12,CAD,41620.7874121219,0.009876494802306679
2021-12,EUR,36115.201037,0.00857003477118999
2021-12,GBP,23039.04066302045,0.0054670990028454405
2021-12,HKD,71699.9675419954,0.017014198932426512
2021-12,JPY,3227524.1816505357,0.7658823339585998
2021-12,KRW,59570.29199879259,0.014135861329875097
2021-12,NT$,209525.65543897287,0.049719843750246226
2021-12,Other,87667.6161061879,0.020803276647072922
2021-12,SGD,29258.99897230456,0.006943077467739093
2021-12,USD,395390.58,0.09382506317296836
2022-01,AUD,33059.060051595836,0.01047408435560356
2022-01,CAD,43649.1217084914,0.013829327939427491
2022-01,EUR,35073.265969,0.011112244141620485
2022-01,GBP,23404.675586000507,0.00741529087701545
2022-01,HKD,67280.49790219494,0.021316444249012478
2022-01,JPY,2211506.516880054,0.7006704296679039
2022-01,KRW,52043.66755563101,0.016488967420788894
2022-01,NT$,186429.13747599674,0.05906624414664031
2022-01,Other,81663.15782096115,0.025873294716388166
2022-01,SGD,28461.202529092257,0.00901734761019739
2022-01,USD,393701.77999999997,0.12473632487540176
2022-02,AUD,25656.938355178972,0.00987436905175527
2022-02,CAD,40211.87350894085,0.015476003948445909
2022-02,EUR,29183.080446,0.011231445560717083
2022-02,GBP,18010.313242093885,0.0069314770620030755
2022-02,HKD,80685.99826226912,0.031052938317174827
2022-02,JPY,1734314.4949207606,0.6674709639000757
2022-02,KRW,47770.556307604245,0.01838505032279988
2022-02,NT$,223288.0684877306,0.08593499203136228
2022-02,Other,66968.27712693308,0.025773514904909842
2022-02,SGD,25515.708845447363,0.009820015243799579
2022-02,USD,306731.68,0.11804922965695659
2022-03,AUD,34115.90523901579,0.010576182616708578
2022-03,CAD,48383.42131169956,0.014999217984357568
2022-03,EUR,34216.111956,0.01060724743913732
2022-03,GBP,25401.447689219433,0.007874636408085682
2022-03,HKD,109176.38642974335,0.033845486210132905
2022-03,JPY,2158571.5834748317,0.6691731348801879
2022-03,KRW,58981.71937954262,0.018284768668313318
2022-03,NT$,241236.52166057713,0.07478510357638227
2022-03,Other,90613.75497813156,0.02809093334971559
2022-03,SGD,33981.450061165386,0.010534500518439597
2022-03,USD,391051.29,0.1212287883485392
2022-04,AUD,28874.21344226371,0.009878621361415065
2022-04,CAD,38672.785699066946,0.01323096844442661
2022-04,EUR,33217.984562,0.011364738732484848
2022-04,GBP,26893.1252279202,0.00920083942314014
2022-04,HKD,112497.6745013766,0.03848838800963339
2022-04,JPY,1998358.629444687,0.6836905976356438
2022-04,KRW,51976.61656168789,0.01778255590189734
2022-04,NT$,202642.10200452185,0.06932914732332805
2022-04,Other,80898.36601753157,0.027677440573138198
2022-04,SGD,30638.11805885001,0.010482099127476144
2022-04,USD,318229.48,0.10887460346741648
2022-05,AUD,23632.667659245897,0.008159666242215743
2022-05,CAD,40288.71529282543,0.013910510436535238
2022-05,EUR,29415.323833000002,0.010156247629119038
2022-05,GBP,24755.51200364006,0.008547351425468063
2022-05,HKD,95729.53461109943,0.03305259749817582
2022-05,JPY,2020548.6121021847,0.6976361085700707
2022-05,KRW,51573.96955069848,0.017806977375034325
2022-05,NT$,174628.2073447528,0.06029399257650707
2022-05,Other,73648.6983502985,0.02542873307309213
2022-05,SGD,25539.29430279593,0.008817968440012602
2022-05,USD,336518.18,0.11618984673376904
